GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,A7G001,A7G002,A7G003,A7G004,A7G005,A7G006,A7G007,A7G008,A7G009,A7G010,A7G011,A7G012,A7G013,A7G014,A7G015,A7G016,A7G017,A7G018,A7G019,A7G020,A7G021,A7G022,A7G023,A7G024,A7G025,A7G026,A7G027,A7G028,A7G029,A7G030,A7G031,A7G032,A7G033,A7G034,A7G035,A7G036,A7G037,A7G038,A7G039,A7G040,A7G041,A7G042,A7G043,A7G044,A7G045,A7G046,A7G047,A7G048,A7G049,A7G050,A7G051,A7G052,A7G053,A7G054,A7G055,A7G056,A7G057,A7G058,A7G059,A7G060,A7G061,A7G062,A7G063,A7G064,A7G065,A7G066,A7G067,A7G068,A7G069,A7G070,A7G071,A7G072,A7G073,A7G074,A7G075,A7G076,A7G077,A7G078,A7G079,A7G080,A7G081,A7G082,A7G083,A7G084,A7G085,A7G086,A7G087,A7G088,A7G089,A7G090,A7G091,A7G092,A7G093,A7G094,A7G095,A7G096,A7G097,A7G098,A7G099,A7G100,A7G101,A7G102,A7G103,A7G104,A7G105,A7G106,A7G107,A7G108,A7G109,A7H001
"G0101030","1916","Alabama","010","Morgan","1030","Morgan","41","1030",0,0,0,0,0,0,0,0,0,1669,0,111,0,0,3908,0,0,0,0,0,0,0,0,0,31,706,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,0,0,0,968,0,33,473,4896,0,0,0,0,0,0,0,148,0,0,0,0,0,313,297,371,0,130,0,0,0,0,363,0,0,0,0,0,0,0,0,0,248,0,0,0,0,15094
"G0101050","1916","Alabama","010","Perry","1050","Perry","41","1050",0,0,0,0,0,0,0,0,0,9988,0,0,0,0,2009,0,0,0,0,0,0,0,0,0,54,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904,529,0,0,131,0,0,430,1076,0,0,0,0,0,0,0,115,0,0,0,0,0,200,311,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,16017
"G0101070","1916","Alabama","010","Pickens","1070","Pickens","41","1070",0,0,0,0,0,0,0,0,0,3896,0,91,0,0,2330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,20,0,0,3539,0,0,0,2428,0,0,44,0,0,0,0,182,0,0,0,0,85,695,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,644,0,0,14459
"G0101090","1916","Alabama","010","Pike","1090","Pike","41","1090",0,0,0,0,0,0,0,0,0,6704,0,0,0,0,3270,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167,401,0,0,594,0,15,50,2015,0,0,461,0,0,0,0,0,0,0,0,0,0,0,73,0,0,43,0,0,0,0,32,0,0,0,0,0,0,0,0,0,394,0,0,0,0,15301
"G0101110","1916","Alabama","010","Randolph","1110","Randolph","41","1110",0,0,0,0,0,138,0,0,0,2206,0,275,0,0,3366,0,0,0,0,0,1007,0,0,0,124,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,26,0,669,1683,1610,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,0,0,0,0,12152
"G0101130","1916","Alabama","010","Russell","1130","Russell","41","1130",0,0,0,0,0,0,0,0,0,5495,0,0,0,0,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021,1223,0,0,64,0,0,0,1339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9923
"G0101150","1916","Alabama","010","St Clair","1150","St Clair","41","1150",0,0,0,0,0,0,0,0,0,1100,0,25,0,0,3679,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,639,0,0,1062,1847,0,0,95,0,0,0,0,171,0,0,0,0,111,0,60,149,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,9047
"G0101170","1916","Alabama","010","Shelby","1170","Shelby","41","1170",0,0,0,0,0,0,0,0,0,2887,0,32,0,0,3113,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,187,0,0,185,0,0,0,2810,0,0,304,0,0,0,0,5,0,0,0,0,0,100,124,82,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10707
"G0101190","1916","Alabama","010","Sumter","1190","Sumter","41","1190",0,0,0,0,0,0,72,0,0,5253,0,0,0,0,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,0,0,502,0,0,343,1172,0,0,165,0,0,0,0,125,0,0,0,0,0,0,522,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9750
"G0101210","1916","Alabama","010","Talladega","1210","Talladega","41","1210",0,0,0,0,0,0,0,0,0,10659,0,57,0,0,4456,0,0,0,0,0,0,0,0,0,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,505,0,0,1211,0,66,422,3768,0,0,0,0,0,0,0,24,0,0,0,0,12,0,426,47,0,178,0,0,0,0,56,0,0,0,0,0,0,0,0,0,40,0,0,0,0,22457
"G0101230","1916","Alabama","010","Tallapoosa","1230","Tallapoosa","41","1230",0,0,0,0,0,0,0,0,0,2962,0,280,0,0,4043,0,0,0,0,0,0,0,0,0,119,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,0,208,0,0,347,2276,0,0,310,0,0,0,0,281,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,12337
"G0101250","1916","Alabama","010","Tuscaloosa","1250","Tuscaloosa","41","1250",0,0,0,0,0,0,0,0,0,5642,0,0,0,0,7601,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888,2039,0,0,1308,0,0,147,3173,0,0,201,0,0,0,0,170,0,0,0,0,120,0,782,0,0,301,0,0,0,0,347,0,0,0,0,0,0,0,0,0,39,0,413,0,0,23359
"G0101270","1916","Alabama","010","Walker","1270","Walker","41","1270",0,0,0,0,0,0,55,0,0,1557,0,274,0,0,3566,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,100,0,0,1114,0,0,512,2643,0,0,40,0,0,0,0,491,0,0,0,0,0,0,109,0,0,37,0,0,0,0,39,0,0,0,0,0,0,0,0,0,1490,0,577,0,0,12854
"G0101290","1916","Alabama","010","Washington","1290","Washington","41","1290",0,0,0,0,0,0,0,0,0,1449,0,0,0,0,2182,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,552,0,0,0,0,0,533,1068,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,30,0,0,6130
"G0101310","1916","Alabama","010","Wilcox","1310","Wilcox","41","1310",0,0,0,0,0,0,0,0,0,9126,0,0,0,0,1787,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700,394,0,0,608,0,0,0,1544,0,0,112,0,0,0,0,843,0,0,0,0,0,475,269,87,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,19003
"G0101330","1916","Alabama","010","Winston","1330","Winston","41","1330",0,0,0,0,0,0,0,0,0,0,0,75,0,0,2799,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,720,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,60,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,150,0,0,0,0,4400
"G0400010","1916","Arizona","040","Apache","0010","Apache","61","10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2766
"G0400030","1916","Arizona","040","Cochise","0030","Cochise","61","30",0,16,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1472,0,0,0,0,0,0,0,0,0,0,0,0,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761,67,0,0,0,0,0,0,0,346,0,0,0,0,0,0,0,508,0,467,0,0,0,0,13334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18559
"G0400050","1916","Arizona","040","Coconino","0050","Coconino","61","50",0,10,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,161,0,120,0,0,0,0,2340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3073
"G0400070","1916","Arizona","040","Gila","0070","Gila","61","70",0,57,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,270,0,163,0,0,0,0,4100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5393
"G0400090","1916","Arizona","040","Graham","0090","Graham","61","90",0,52,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6414
"G0400110","1916","Arizona","040","Greenlee","0110","Greenlee","61","110",0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,106,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,188,0,99,0,0,0,0,14020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14920
"G0400130","1916","Arizona","040","Maricopa","0130","Maricopa","61","130",0,229,0,0,0,0,0,0,0,0,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,2390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1498,1219,0,0,0,0,0,0,0,1076,0,0,0,0,0,0,0,1724,0,717,0,0,0,0,7116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17491
"G0400150","1916","Arizona","040","Mohave","0150","Mohave","61","150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634
"G0400170","1916","Arizona","040","Navajo","0170","Navajo","61","170",0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,2498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4955
"G0400190","1916","Arizona","040","Pima","0190","Pima","61","190",0,16,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,81,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,482,0,234,0,0,0,0,10149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11947
"G0400210","1916","Arizona","040","Pinal","0210","Pinal","61","210",0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,924,0,30,0,0,0,0,8642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9694
"G0400230","1916","Arizona","040","Santa Cruz","0230","Santa Cruz","61","230",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,7096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7462
"G0400250","1916","Arizona","040","Yavapai","0250","Yavapai","61","250",0,34,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,170,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,6,0,252,0,0,0,0,4923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5947
"G0400270","1916","Arizona","040","Yuma","0270","Yuma","61","270",0,15,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,39,0,0,0,0,7290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7759
"G0500010","1916","Arkansas","050","Arkansas","0010","Arkansas","42","10",0,0,0,0,0,0,0,0,0,785,0,0,0,0,1257,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,756,0,0,0,0,0,0,365,1243,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,24,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5605
"G0500030","1916","Arkansas","050","Ashley","0030","Ashley","42","30",0,0,0,0,0,0,0,0,0,2310,0,0,0,0,3146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068,1461,0,0,75,0,0,28,1686,0,0,0,0,0,0,0,87,0,0,0,0,0,0,113,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,45,0,0,10122
"G0500050","1916","Arkansas","050","Baxter","0050","Baxter","42","50",0,0,0,0,0,0,0,0,0,0,0,22,0,0,919,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,0,0,0,0,0,0,0,0,0,0,0,0,39,0,24,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,475,0,0,0,0,2131
"G0500070","1916","Arkansas","050","Benton","0070","Benton","42","70",0,0,0,0,0,0,0,0,0,19,0,0,0,0,2627,0,0,0,0,0,0,0,0,0,0,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,1389,2293,0,0,0,0,0,0,0,327,0,0,0,0,187,0,48,820,0,98,0,0,0,0,38,0,0,0,0,0,0,0,0,0,339,0,90,0,0,9718
"G0500090","1916","Arkansas","050","Boone","0090","Boone","42","90",0,0,0,0,0,0,0,0,0,0,0,23,0,0,1321,0,0,0,0,0,0,0,0,0,0,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,1220,0,0,0,0,0,0,0,34,7,0,0,0,79,0,0,352,0,36,0,0,0,0,56,0,0,0,0,0,0,0,0,0,628,0,0,0,0,4761
"G0500110","1916","Arkansas","050","Bradley","0110","Bradley","42","110",0,0,0,0,0,0,0,0,0,1065,0,0,0,0,1489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943,121,0,0,3,0,0,20,1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,25,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,96,0,0,5662
"G0500130","1916","Arkansas","050","Calhoun","0130","Calhoun","42","130",0,0,0,0,0,0,0,0,0,1202,0,28,0,0,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,75,0,0,0,0,0,0,553,0,0,0,0,0,0,0,41,0,0,0,0,216,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,125,0,112,0,0,3295
"G0500150","1916","Arkansas","050","Carroll","0150","Carroll","42","150",0,0,0,78,0,0,0,0,0,0,0,0,0,0,848,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,78,965,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,124,0,35,0,0,0,0,49,0,0,0,0,0,0,0,0,0,75,0,0,0,0,2589
"G0500170","1916","Arkansas","050","Chicot","0170","Chicot","42","170",0,0,0,0,0,0,0,0,0,5614,0,0,0,0,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,386,0,0,117,0,0,20,475,0,0,0,0,0,0,0,33,0,0,0,0,0,0,200,0,0,82,0,0,0,0,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8236
"G0500190","1916","Arkansas","050","Clark","0190","Clark","42","190",0,0,0,0,0,0,0,0,0,3018,0,33,0,0,3589,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134,0,0,0,51,0,0,111,2874,0,0,49,0,0,0,0,0,70,0,0,0,0,0,367,138,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,70,0,0,0,0,11933
"G0500210","1916","Arkansas","050","Clay","0210","Clay","42","210",0,0,0,0,0,0,0,0,537,0,0,32,0,0,1767,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1416,0,0,775,0,0,0,0,0,0,0,0,0,113,0,0,156,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,500,0,0,0,0,5866
"G0500230","1916","Arkansas","050","Cleburne","0230","Cleburne","42","230",0,0,0,0,0,0,0,0,135,0,0,8,0,0,818,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1088,0,0,0,0,0,0,0,0,10,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,2321
"G0500250","1916","Arkansas","050","Cleveland","0250","Cleveland","42","250",0,0,0,0,0,0,0,0,0,501,0,31,0,0,1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0,0,0,0,1239,0,0,0,0,0,0,0,0,14,0,0,0,31,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,18,0,304,0,0,4138
"G0500270","1916","Arkansas","050","Columbia","0270","Columbia","42","270",0,0,0,0,0,0,0,0,0,3612,0,32,0,0,2626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,0,0,0,1183,0,0,0,1342,0,0,630,0,0,0,0,0,0,0,0,0,117,0,24,25,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,273,0,0,0,0,11856
"G0500290","1916","Arkansas","050","Conway","0290","Conway","42","290",0,0,0,0,0,0,0,0,0,3205,0,0,0,0,755,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,1195,0,0,248,0,0,351,821,0,0,0,0,0,0,0,112,38,0,0,0,187,0,208,85,0,0,0,0,0,0,1011,0,0,0,0,0,0,0,0,0,771,0,36,0,0,9463
"G0500310","1916","Arkansas","050","Craighead","0310","Craighead","42","310",0,0,0,0,0,0,0,0,0,839,0,0,0,0,2938,0,0,0,0,0,0,0,0,0,0,702,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,45,0,0,0,2746,0,0,0,0,0,0,0,0,70,0,0,0,0,0,225,58,0,99,0,0,0,0,508,0,0,0,0,0,0,0,0,0,416,0,0,0,0,8903
"G0500330","1916","Arkansas","050","Crawford","0330","Crawford","42","330",0,0,0,0,0,0,0,0,0,683,0,29,0,0,1238,0,0,0,0,0,0,0,0,75,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,159,1326,0,0,27,0,0,0,0,36,47,0,0,0,32,0,42,274,0,185,0,0,0,0,62,0,0,0,0,0,0,0,0,0,243,0,0,0,0,4850
"G0500350","1916","Arkansas","050","Crittenden","0350","Crittenden","42","350",0,0,0,42,0,0,0,0,0,7329,0,0,0,0,162,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,0,0,0,1123,0,0,74,442,0,0,0,0,0,0,0,24,0,0,0,0,0,0,36,0,0,7,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10257
"G0500370","1916","Arkansas","050","Cross","0370","Cross","42","370",0,0,0,0,0,0,0,0,0,2398,0,0,0,0,701,0,0,0,0,0,0,0,0,86,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,449,0,0,0,1063,0,0,0,0,0,0,0,0,0,0,0,0,45,0,94,0,0,34,0,0,0,0,40,0,0,0,0,0,0,0,0,0,120,0,0,0,0,5430
"G0500390","1916","Arkansas","050","Dallas","0390","Dallas","42","390",0,0,0,0,0,0,0,0,0,1783,0,60,0,0,1668,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,973,35,0,0,20,0,0,95,1728,0,0,0,0,0,0,0,0,0,0,100,0,16,0,224,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6777
"G0500410","1916","Arkansas","050","Desha","0410","Desha","42","410",0,0,0,0,0,0,0,0,0,4584,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,615,0,0,32,0,0,71,721,0,0,0,0,0,0,0,2,0,0,0,0,37,0,100,37,0,60,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7082
"G0500430","1916","Arkansas","050","Drew","0430","Drew","42","430",0,0,0,0,0,0,0,0,0,4107,0,0,0,0,1665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,697,0,0,58,0,0,0,1857,0,0,275,0,0,0,0,0,0,0,115,0,87,0,325,157,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,26,0,0,0,0,11350
